game_number,game_name,round,player1,player2,answer1,answer2,points1,points2,total1,total2,choice_option1,choice_option2,option_order
74,Aligned,1,act_claude2,act_claude2,F,F,4,4,4,4,F,R,"[0, 1]"
74,Aligned,2,act_claude2,act_claude2,F,F,4,4,8,8,F,R,"[1, 0]"
74,Aligned,3,act_claude2,act_claude2,R,R,2,1,10,9,F,R,"[0, 1]"
74,Aligned,4,act_claude2,act_claude2,F,F,4,4,14,13,F,R,"[1, 0]"
74,Aligned,5,act_claude2,act_claude2,F,F,4,4,18,17,F,R,"[1, 0]"
74,Aligned,6,act_claude2,act_claude2,R,F,3,3,21,20,F,R,"[1, 0]"
74,Aligned,7,act_claude2,act_claude2,R,F,3,3,24,23,F,R,"[0, 1]"
74,Aligned,8,act_claude2,act_claude2,F,F,4,4,28,27,F,R,"[1, 0]"
74,Aligned,9,act_claude2,act_claude2,R,F,3,3,31,30,F,R,"[1, 0]"
74,Aligned,10,act_claude2,act_claude2,F,F,4,4,35,34,F,R,"[1, 0]"
74,Aligned,1,act_claude2,act_gpt4,F,F,4,4,4,4,F,R,"[0, 1]"
74,Aligned,2,act_claude2,act_gpt4,F,F,4,4,8,8,F,R,"[1, 0]"
74,Aligned,3,act_claude2,act_gpt4,R,F,3,3,11,11,F,R,"[0, 1]"
74,Aligned,4,act_claude2,act_gpt4,R,F,3,3,14,14,F,R,"[1, 0]"
74,Aligned,5,act_claude2,act_gpt4,R,F,3,3,17,17,F,R,"[1, 0]"
74,Aligned,6,act_claude2,act_gpt4,R,F,3,3,20,20,F,R,"[0, 1]"
74,Aligned,7,act_claude2,act_gpt4,R,F,3,3,23,23,F,R,"[1, 0]"
74,Aligned,8,act_claude2,act_gpt4,R,F,3,3,26,26,F,R,"[0, 1]"
74,Aligned,9,act_claude2,act_gpt4,R,F,3,3,29,29,F,R,"[0, 1]"
74,Aligned,10,act_claude2,act_gpt4,R,F,3,3,32,32,F,R,"[0, 1]"
74,Aligned,1,act_claude2,act_claude1,F,F,4,4,4,4,F,R,"[1, 0]"
74,Aligned,2,act_claude2,act_claude1,F,F,4,4,8,8,F,R,"[1, 0]"
74,Aligned,3,act_claude2,act_claude1,R,F,3,3,11,11,F,R,"[0, 1]"
74,Aligned,4,act_claude2,act_claude1,R,F,3,3,14,14,F,R,"[0, 1]"
74,Aligned,5,act_claude2,act_claude1,R,F,3,3,17,17,F,R,"[0, 1]"
74,Aligned,6,act_claude2,act_claude1,R,F,3,3,20,20,F,R,"[1, 0]"
74,Aligned,7,act_claude2,act_claude1,R,F,3,3,23,23,F,R,"[1, 0]"
74,Aligned,8,act_claude2,act_claude1,R,F,3,3,26,26,F,R,"[1, 0]"
74,Aligned,9,act_claude2,act_claude1,R,F,3,3,29,29,F,R,"[1, 0]"
74,Aligned,10,act_claude2,act_claude1,R,F,3,3,32,32,F,R,"[1, 0]"
74,Aligned,1,act_claude2,act_gpt35,F,F,4,4,4,4,F,R,"[1, 0]"
74,Aligned,2,act_claude2,act_gpt35,R,F,3,3,7,7,F,R,"[0, 1]"
74,Aligned,3,act_claude2,act_gpt35,F,F,4,4,11,11,F,R,"[1, 0]"
74,Aligned,4,act_claude2,act_gpt35,F,F,4,4,15,15,F,R,"[1, 0]"
74,Aligned,5,act_claude2,act_gpt35,F,F,4,4,19,19,F,R,"[1, 0]"
74,Aligned,6,act_claude2,act_gpt35,R,F,3,3,22,22,F,R,"[0, 1]"
74,Aligned,7,act_claude2,act_gpt35,F,F,4,4,26,26,F,R,"[1, 0]"
74,Aligned,8,act_claude2,act_gpt35,F,F,4,4,30,30,F,R,"[1, 0]"
74,Aligned,9,act_claude2,act_gpt35,F,F,4,4,34,34,F,R,"[1, 0]"
74,Aligned,10,act_claude2,act_gpt35,F,F,4,4,38,38,F,R,"[1, 0]"
74,Aligned,1,act_gpt4,act_claude2,F,F,4,4,4,4,F,R,"[0, 1]"
74,Aligned,2,act_gpt4,act_claude2,F,F,4,4,8,8,F,R,"[1, 0]"
74,Aligned,3,act_gpt4,act_claude2,F,R,1,2,9,10,F,R,"[0, 1]"
74,Aligned,4,act_gpt4,act_claude2,F,F,4,4,13,14,F,R,"[0, 1]"
74,Aligned,5,act_gpt4,act_claude2,F,F,4,4,17,18,F,R,"[0, 1]"
74,Aligned,6,act_gpt4,act_claude2,F,F,4,4,21,22,F,R,"[1, 0]"
74,Aligned,7,act_gpt4,act_claude2,F,F,4,4,25,26,F,R,"[1, 0]"
74,Aligned,8,act_gpt4,act_claude2,F,F,4,4,29,30,F,R,"[0, 1]"
74,Aligned,9,act_gpt4,act_claude2,F,R,1,2,30,32,F,R,"[0, 1]"
74,Aligned,10,act_gpt4,act_claude2,F,F,4,4,34,36,F,R,"[0, 1]"
74,Aligned,1,act_gpt4,act_gpt4,F,F,4,4,4,4,F,R,"[0, 1]"
74,Aligned,2,act_gpt4,act_gpt4,F,F,4,4,8,8,F,R,"[1, 0]"
74,Aligned,3,act_gpt4,act_gpt4,F,F,4,4,12,12,F,R,"[1, 0]"
74,Aligned,4,act_gpt4,act_gpt4,F,F,4,4,16,16,F,R,"[1, 0]"
74,Aligned,5,act_gpt4,act_gpt4,F,F,4,4,20,20,F,R,"[1, 0]"
74,Aligned,6,act_gpt4,act_gpt4,F,F,4,4,24,24,F,R,"[0, 1]"
74,Aligned,7,act_gpt4,act_gpt4,F,F,4,4,28,28,F,R,"[0, 1]"
74,Aligned,8,act_gpt4,act_gpt4,F,F,4,4,32,32,F,R,"[0, 1]"
