game_number,game_name,round,player1,player2,answer1,answer2,points1,points2,total1,total2,choice_option1,choice_option2,option_order
79,Asym Pd,1,act_claude2,act_claude2,I,I,4,3,4,3,I,R,"[1, 0]"
79,Asym Pd,2,act_claude2,act_claude2,I,R,1,4,5,7,I,R,"[1, 0]"
79,Asym Pd,3,act_claude2,act_claude2,R,R,2,2,7,9,I,R,"[0, 1]"
79,Asym Pd,4,act_claude2,act_claude2,I,R,1,4,8,13,I,R,"[1, 0]"
79,Asym Pd,5,act_claude2,act_claude2,R,R,2,2,10,15,I,R,"[0, 1]"
79,Asym Pd,6,act_claude2,act_claude2,R,R,2,2,12,17,I,R,"[0, 1]"
79,Asym Pd,7,act_claude2,act_claude2,I,R,1,4,13,21,I,R,"[0, 1]"
79,Asym Pd,8,act_claude2,act_claude2,I,R,1,4,14,25,I,R,"[0, 1]"
79,Asym Pd,9,act_claude2,act_claude2,R,R,2,2,16,27,I,R,"[0, 1]"
79,Asym Pd,10,act_claude2,act_claude2,I,R,1,4,17,31,I,R,"[1, 0]"
79,Asym Pd,1,act_claude2,act_gpt4,I,I,4,3,4,3,I,R,"[1, 0]"
79,Asym Pd,2,act_claude2,act_gpt4,I,I,4,3,8,6,I,R,"[1, 0]"
79,Asym Pd,3,act_claude2,act_gpt4,R,I,3,1,11,7,I,R,"[0, 1]"
79,Asym Pd,4,act_claude2,act_gpt4,I,R,1,4,12,11,I,R,"[1, 0]"
79,Asym Pd,5,act_claude2,act_gpt4,I,I,4,3,16,14,I,R,"[0, 1]"
79,Asym Pd,6,act_claude2,act_gpt4,I,I,4,3,20,17,I,R,"[0, 1]"
79,Asym Pd,7,act_claude2,act_gpt4,I,I,4,3,24,20,I,R,"[0, 1]"
79,Asym Pd,8,act_claude2,act_gpt4,I,I,4,3,28,23,I,R,"[1, 0]"
79,Asym Pd,9,act_claude2,act_gpt4,I,I,4,3,32,26,I,R,"[0, 1]"
79,Asym Pd,10,act_claude2,act_gpt4,I,I,4,3,36,29,I,R,"[1, 0]"
79,Asym Pd,1,act_claude2,act_claude1,I,I,4,3,4,3,I,R,"[1, 0]"
79,Asym Pd,2,act_claude2,act_claude1,I,R,1,4,5,7,I,R,"[1, 0]"
79,Asym Pd,3,act_claude2,act_claude1,R,R,2,2,7,9,I,R,"[0, 1]"
79,Asym Pd,4,act_claude2,act_claude1,R,I,3,1,10,10,I,R,"[0, 1]"
79,Asym Pd,5,act_claude2,act_claude1,I,I,4,3,14,13,I,R,"[1, 0]"
79,Asym Pd,6,act_claude2,act_claude1,I,R,1,4,15,17,I,R,"[1, 0]"
