game_number,game_name,round,player1,player2,answer1,answer2,points1,points2,total1,total2,choice_option1,choice_option2,option_order
85,Mutual,1,act_claude2,act_claude2,D,D,4,4,4,4,D,C,"[0, 1]"
85,Mutual,2,act_claude2,act_claude2,C,C,3,1,7,5,D,C,"[0, 1]"
85,Mutual,3,act_claude2,act_claude2,D,D,4,4,11,9,D,C,"[1, 0]"
85,Mutual,4,act_claude2,act_claude2,C,D,2,2,13,11,D,C,"[0, 1]"
85,Mutual,5,act_claude2,act_claude2,D,D,4,4,17,15,D,C,"[1, 0]"
85,Mutual,6,act_claude2,act_claude2,C,D,2,2,19,17,D,C,"[1, 0]"
85,Mutual,7,act_claude2,act_claude2,D,D,4,4,23,21,D,C,"[1, 0]"
85,Mutual,8,act_claude2,act_claude2,D,D,4,4,27,25,D,C,"[1, 0]"
85,Mutual,9,act_claude2,act_claude2,D,D,4,4,31,29,D,C,"[0, 1]"
85,Mutual,10,act_claude2,act_claude2,C,D,2,2,33,31,D,C,"[0, 1]"
85,Mutual,1,act_claude2,act_gpt4,D,D,4,4,4,4,D,C,"[0, 1]"
85,Mutual,2,act_claude2,act_gpt4,C,D,2,2,6,6,D,C,"[1, 0]"
85,Mutual,3,act_claude2,act_gpt4,D,D,4,4,10,10,D,C,"[1, 0]"
85,Mutual,4,act_claude2,act_gpt4,C,D,2,2,12,12,D,C,"[0, 1]"
85,Mutual,5,act_claude2,act_gpt4,D,D,4,4,16,16,D,C,"[1, 0]"
85,Mutual,6,act_claude2,act_gpt4,C,D,2,2,18,18,D,C,"[1, 0]"
85,Mutual,7,act_claude2,act_gpt4,C,D,2,2,20,20,D,C,"[0, 1]"
85,Mutual,8,act_claude2,act_gpt4,C,D,2,2,22,22,D,C,"[0, 1]"
85,Mutual,9,act_claude2,act_gpt4,C,D,2,2,24,24,D,C,"[0, 1]"
85,Mutual,10,act_claude2,act_gpt4,C,D,2,2,26,26,D,C,"[0, 1]"
85,Mutual,1,act_claude2,act_claude1,D,D,4,4,4,4,D,C,"[1, 0]"
85,Mutual,2,act_claude2,act_claude1,C,D,2,2,6,6,D,C,"[0, 1]"
85,Mutual,3,act_claude2,act_claude1,C,D,2,2,8,8,D,C,"[0, 1]"
85,Mutual,4,act_claude2,act_claude1,C,D,2,2,10,10,D,C,"[1, 0]"
85,Mutual,5,act_claude2,act_claude1,C,D,2,2,12,12,D,C,"[1, 0]"
85,Mutual,6,act_claude2,act_claude1,C,D,2,2,14,14,D,C,"[0, 1]"
85,Mutual,7,act_claude2,act_claude1,C,D,2,2,16,16,D,C,"[1, 0]"
85,Mutual,8,act_claude2,act_claude1,C,D,2,2,18,18,D,C,"[0, 1]"
85,Mutual,9,act_claude2,act_claude1,C,D,2,2,20,20,D,C,"[0, 1]"
85,Mutual,10,act_claude2,act_claude1,C,D,2,2,22,22,D,C,"[0, 1]"
85,Mutual,1,act_claude2,act_gpt35,D,D,4,4,4,4,D,C,"[1, 0]"
85,Mutual,2,act_claude2,act_gpt35,C,D,2,2,6,6,D,C,"[0, 1]"
85,Mutual,3,act_claude2,act_gpt35,C,D,2,2,8,8,D,C,"[0, 1]"
85,Mutual,4,act_claude2,act_gpt35,C,D,2,2,10,10,D,C,"[1, 0]"
85,Mutual,5,act_claude2,act_gpt35,C,D,2,2,12,12,D,C,"[0, 1]"
85,Mutual,6,act_claude2,act_gpt35,C,D,2,2,14,14,D,C,"[1, 0]"
85,Mutual,7,act_claude2,act_gpt35,C,D,2,2,16,16,D,C,"[1, 0]"
85,Mutual,8,act_claude2,act_gpt35,C,D,2,2,18,18,D,C,"[0, 1]"
85,Mutual,9,act_claude2,act_gpt35,C,D,2,2,20,20,D,C,"[1, 0]"
85,Mutual,10,act_claude2,act_gpt35,C,D,2,2,22,22,D,C,"[0, 1]"
85,Mutual,1,act_gpt4,act_claude2,D,D,4,4,4,4,D,C,"[1, 0]"
85,Mutual,2,act_gpt4,act_claude2,D,D,4,4,8,8,D,C,"[1, 0]"
85,Mutual,3,act_gpt4,act_claude2,D,D,4,4,12,12,D,C,"[0, 1]"
85,Mutual,4,act_gpt4,act_claude2,D,D,4,4,16,16,D,C,"[0, 1]"
85,Mutual,5,act_gpt4,act_claude2,D,D,4,4,20,20,D,C,"[1, 0]"
85,Mutual,6,act_gpt4,act_claude2,D,D,4,4,24,24,D,C,"[0, 1]"
85,Mutual,7,act_gpt4,act_claude2,D,D,4,4,28,28,D,C,"[0, 1]"
85,Mutual,8,act_gpt4,act_claude2,D,D,4,4,32,32,D,C,"[0, 1]"
85,Mutual,9,act_gpt4,act_claude2,D,D,4,4,36,36,D,C,"[1, 0]"
85,Mutual,10,act_gpt4,act_claude2,D,D,4,4,40,40,D,C,"[1, 0]"
85,Mutual,1,act_gpt4,act_gpt4,D,D,4,4,4,4,D,C,"[1, 0]"
85,Mutual,2,act_gpt4,act_gpt4,D,D,4,4,8,8,D,C,"[0, 1]"
85,Mutual,3,act_gpt4,act_gpt4,D,D,4,4,12,12,D,C,"[1, 0]"
85,Mutual,4,act_gpt4,act_gpt4,D,D,4,4,16,16,D,C,"[0, 1]"
85,Mutual,5,act_gpt4,act_gpt4,D,D,4,4,20,20,D,C,"[1, 0]"
85,Mutual,6,act_gpt4,act_gpt4,D,D,4,4,24,24,D,C,"[0, 1]"
85,Mutual,7,act_gpt4,act_gpt4,D,D,4,4,28,28,D,C,"[0, 1]"
85,Mutual,8,act_gpt4,act_gpt4,D,D,4,4,32,32,D,C,"[1, 0]"
85,Mutual,9,act_gpt4,act_gpt4,D,D,4,4,36,36,D,C,"[0, 1]"
85,Mutual,10,act_gpt4,act_gpt4,D,D,4,4,40,40,D,C,"[0, 1]"
85,Mutual,1,act_gpt4,act_claude1,D,D,4,4,4,4,D,C,"[0, 1]"
85,Mutual,2,act_gpt4,act_claude1,D,D,4,4,8,8,D,C,"[0, 1]"
85,Mutual,3,act_gpt4,act_claude1,D,D,4,4,12,12,D,C,"[0, 1]"
85,Mutual,4,act_gpt4,act_claude1,D,D,4,4,16,16,D,C,"[0, 1]"
85,Mutual,5,act_gpt4,act_claude1,D,D,4,4,20,20,D,C,"[1, 0]"
85,Mutual,6,act_gpt4,act_claude1,D,D,4,4,24,24,D,C,"[0, 1]"
85,Mutual,7,act_gpt4,act_claude1,D,D,4,4,28,28,D,C,"[0, 1]"
85,Mutual,8,act_gpt4,act_claude1,D,D,4,4,32,32,D,C,"[0, 1]"
85,Mutual,9,act_gpt4,act_claude1,D,D,4,4,36,36,D,C,"[1, 0]"
85,Mutual,10,act_gpt4,act_claude1,D,D,4,4,40,40,D,C,"[0, 1]"
85,Mutual,1,act_gpt4,act_gpt35,D,D,4,4,4,4,D,C,"[0, 1]"
85,Mutual,2,act_gpt4,act_gpt35,D,D,4,4,8,8,D,C,"[0, 1]"
85,Mutual,3,act_gpt4,act_gpt35,D,D,4,4,12,12,D,C,"[1, 0]"
85,Mutual,4,act_gpt4,act_gpt35,D,D,4,4,16,16,D,C,"[0, 1]"
85,Mutual,5,act_gpt4,act_gpt35,D,D,4,4,20,20,D,C,"[0, 1]"
85,Mutual,6,act_gpt4,act_gpt35,D,D,4,4,24,24,D,C,"[1, 0]"
85,Mutual,7,act_gpt4,act_gpt35,D,D,4,4,28,28,D,C,"[0, 1]"
85,Mutual,8,act_gpt4,act_gpt35,D,D,4,4,32,32,D,C,"[1, 0]"
85,Mutual,9,act_gpt4,act_gpt35,D,D,4,4,36,36,D,C,"[1, 0]"
85,Mutual,10,act_gpt4,act_gpt35,D,D,4,4,40,40,D,C,"[1, 0]"
85,Mutual,1,act_claude1,act_claude2,C,D,2,2,2,2,D,C,"[1, 0]"
85,Mutual,2,act_claude1,act_claude2,C,D,2,2,4,4,D,C,"[0, 1]"
85,Mutual,3,act_claude1,act_claude2,C,D,2,2,6,6,D,C,"[1, 0]"
85,Mutual,4,act_claude1,act_claude2,C,D,2,2,8,8,D,C,"[0, 1]"
85,Mutual,5,act_claude1,act_claude2,C,D,2,2,10,10,D,C,"[1, 0]"
85,Mutual,6,act_claude1,act_claude2,C,D,2,2,12,12,D,C,"[0, 1]"
85,Mutual,7,act_claude1,act_claude2,C,D,2,2,14,14,D,C,"[1, 0]"
85,Mutual,8,act_claude1,act_claude2,C,D,2,2,16,16,D,C,"[1, 0]"
85,Mutual,9,act_claude1,act_claude2,C,D,2,2,18,18,D,C,"[1, 0]"
85,Mutual,10,act_claude1,act_claude2,C,D,2,2,20,20,D,C,"[1, 0]"
85,Mutual,1,act_claude1,act_gpt4,C,D,2,2,2,2,D,C,"[0, 1]"
