game_number,game_name,round,player1,player2,answer1,answer2,points1,points2,total1,total2,choice_option1,choice_option2,option_order
93,Second Best,1,act_claude2,act_claude2,K,K,4,1,4,1,K,N,"[1, 0]"
93,Second Best,2,act_claude2,act_claude2,N,N,3,3,7,4,K,N,"[1, 0]"
93,Second Best,3,act_claude2,act_claude2,K,K,4,1,11,5,K,N,"[1, 0]"
93,Second Best,4,act_claude2,act_claude2,N,N,3,3,14,8,K,N,"[0, 1]"
93,Second Best,5,act_claude2,act_claude2,K,K,4,1,18,9,K,N,"[1, 0]"
93,Second Best,6,act_claude2,act_claude2,N,N,3,3,21,12,K,N,"[0, 1]"
93,Second Best,7,act_claude2,act_claude2,K,N,1,4,22,16,K,N,"[1, 0]"
93,Second Best,8,act_claude2,act_claude2,N,N,3,3,25,19,K,N,"[0, 1]"
93,Second Best,9,act_claude2,act_claude2,K,N,1,4,26,23,K,N,"[1, 0]"
93,Second Best,10,act_claude2,act_claude2,N,N,3,3,29,26,K,N,"[0, 1]"
93,Second Best,1,act_claude2,act_gpt4,K,K,4,1,4,1,K,N,"[1, 0]"
93,Second Best,2,act_claude2,act_gpt4,N,K,2,2,6,3,K,N,"[1, 0]"
93,Second Best,3,act_claude2,act_gpt4,N,K,2,2,8,5,K,N,"[0, 1]"
93,Second Best,4,act_claude2,act_gpt4,N,K,2,2,10,7,K,N,"[1, 0]"
93,Second Best,5,act_claude2,act_gpt4,N,K,2,2,12,9,K,N,"[0, 1]"
93,Second Best,6,act_claude2,act_gpt4,N,K,2,2,14,11,K,N,"[0, 1]"
93,Second Best,7,act_claude2,act_gpt4,N,K,2,2,16,13,K,N,"[0, 1]"
93,Second Best,8,act_claude2,act_gpt4,N,K,2,2,18,15,K,N,"[1, 0]"
93,Second Best,9,act_claude2,act_gpt4,N,K,2,2,20,17,K,N,"[1, 0]"
93,Second Best,10,act_claude2,act_gpt4,N,K,2,2,22,19,K,N,"[1, 0]"
93,Second Best,1,act_claude2,act_claude1,K,K,4,1,4,1,K,N,"[1, 0]"
93,Second Best,2,act_claude2,act_claude1,N,N,3,3,7,4,K,N,"[0, 1]"
93,Second Best,3,act_claude2,act_claude1,K,K,4,1,11,5,K,N,"[1, 0]"
93,Second Best,4,act_claude2,act_claude1,N,N,3,3,14,8,K,N,"[0, 1]"
93,Second Best,5,act_claude2,act_claude1,K,K,4,1,18,9,K,N,"[1, 0]"
93,Second Best,6,act_claude2,act_claude1,N,N,3,3,21,12,K,N,"[1, 0]"
93,Second Best,7,act_claude2,act_claude1,K,N,1,4,22,16,K,N,"[0, 1]"
93,Second Best,8,act_claude2,act_claude1,K,K,4,1,26,17,K,N,"[1, 0]"
93,Second Best,9,act_claude2,act_claude1,K,N,1,4,27,21,K,N,"[0, 1]"
93,Second Best,10,act_claude2,act_claude1,N,N,3,3,30,24,K,N,"[0, 1]"
93,Second Best,1,act_claude2,act_gpt35,N,K,2,2,2,2,K,N,"[0, 1]"
93,Second Best,2,act_claude2,act_gpt35,N,K,2,2,4,4,K,N,"[0, 1]"
93,Second Best,3,act_claude2,act_gpt35,K,K,4,1,8,5,K,N,"[1, 0]"
93,Second Best,4,act_claude2,act_gpt35,N,K,2,2,10,7,K,N,"[1, 0]"
93,Second Best,5,act_claude2,act_gpt35,N,K,2,2,12,9,K,N,"[1, 0]"
93,Second Best,6,act_claude2,act_gpt35,N,K,2,2,14,11,K,N,"[0, 1]"
93,Second Best,7,act_claude2,act_gpt35,N,K,2,2,16,13,K,N,"[1, 0]"
93,Second Best,8,act_claude2,act_gpt35,N,K,2,2,18,15,K,N,"[0, 1]"
93,Second Best,9,act_claude2,act_gpt35,N,K,2,2,20,17,K,N,"[0, 1]"
93,Second Best,10,act_claude2,act_gpt35,N,K,2,2,22,19,K,N,"[0, 1]"
93,Second Best,1,act_gpt4,act_claude2,K,K,4,1,4,1,K,N,"[0, 1]"
93,Second Best,2,act_gpt4,act_claude2,K,N,1,4,5,5,K,N,"[0, 1]"
93,Second Best,3,act_gpt4,act_claude2,K,N,1,4,6,9,K,N,"[0, 1]"
93,Second Best,4,act_gpt4,act_claude2,N,N,3,3,9,12,K,N,"[1, 0]"
93,Second Best,5,act_gpt4,act_claude2,K,K,4,1,13,13,K,N,"[1, 0]"
93,Second Best,6,act_gpt4,act_claude2,K,N,1,4,14,17,K,N,"[0, 1]"
93,Second Best,7,act_gpt4,act_claude2,K,N,1,4,15,21,K,N,"[0, 1]"
93,Second Best,8,act_gpt4,act_claude2,N,N,3,3,18,24,K,N,"[0, 1]"
93,Second Best,9,act_gpt4,act_claude2,K,N,1,4,19,28,K,N,"[0, 1]"
93,Second Best,10,act_gpt4,act_claude2,N,N,3,3,22,31,K,N,"[0, 1]"
93,Second Best,1,act_gpt4,act_gpt4,K,K,4,1,4,1,K,N,"[0, 1]"
93,Second Best,2,act_gpt4,act_gpt4,K,N,1,4,5,5,K,N,"[0, 1]"
93,Second Best,3,act_gpt4,act_gpt4,K,K,4,1,9,6,K,N,"[1, 0]"
93,Second Best,4,act_gpt4,act_gpt4,K,K,4,1,13,7,K,N,"[1, 0]"
93,Second Best,5,act_gpt4,act_gpt4,K,N,1,4,14,11,K,N,"[0, 1]"
93,Second Best,6,act_gpt4,act_gpt4,K,N,1,4,15,15,K,N,"[0, 1]"
93,Second Best,7,act_gpt4,act_gpt4,N,N,3,3,18,18,K,N,"[0, 1]"
93,Second Best,8,act_gpt4,act_gpt4,K,K,4,1,22,19,K,N,"[1, 0]"
93,Second Best,9,act_gpt4,act_gpt4,K,K,4,1,26,20,K,N,"[1, 0]"
93,Second Best,10,act_gpt4,act_gpt4,K,N,1,4,27,24,K,N,"[1, 0]"
93,Second Best,1,act_gpt4,act_claude1,K,N,1,4,1,4,K,N,"[0, 1]"
93,Second Best,2,act_gpt4,act_claude1,N,K,2,2,3,6,K,N,"[1, 0]"
93,Second Best,3,act_gpt4,act_claude1,K,K,4,1,7,7,K,N,"[0, 1]"
93,Second Best,4,act_gpt4,act_claude1,K,N,1,4,8,11,K,N,"[0, 1]"
93,Second Best,5,act_gpt4,act_claude1,K,K,4,1,12,12,K,N,"[1, 0]"
93,Second Best,6,act_gpt4,act_claude1,K,K,4,1,16,13,K,N,"[0, 1]"
93,Second Best,7,act_gpt4,act_claude1,K,N,1,4,17,17,K,N,"[0, 1]"
93,Second Best,8,act_gpt4,act_claude1,K,K,4,1,21,18,K,N,"[0, 1]"
93,Second Best,9,act_gpt4,act_claude1,K,N,1,4,22,22,K,N,"[0, 1]"
93,Second Best,10,act_gpt4,act_claude1,K,N,1,4,23,26,K,N,"[1, 0]"
93,Second Best,1,act_gpt4,act_gpt35,K,K,4,1,4,1,K,N,"[1, 0]"
93,Second Best,2,act_gpt4,act_gpt35,K,K,4,1,8,2,K,N,"[1, 0]"
93,Second Best,3,act_gpt4,act_gpt35,K,K,4,1,12,3,K,N,"[0, 1]"
93,Second Best,4,act_gpt4,act_gpt35,K,N,1,4,13,7,K,N,"[0, 1]"
93,Second Best,5,act_gpt4,act_gpt35,K,N,1,4,14,11,K,N,"[0, 1]"
93,Second Best,6,act_gpt4,act_gpt35,N,N,3,3,17,14,K,N,"[0, 1]"
93,Second Best,7,act_gpt4,act_gpt35,K,K,4,1,21,15,K,N,"[1, 0]"
93,Second Best,8,act_gpt4,act_gpt35,K,K,4,1,25,16,K,N,"[1, 0]"
93,Second Best,9,act_gpt4,act_gpt35,K,K,4,1,29,17,K,N,"[1, 0]"
93,Second Best,10,act_gpt4,act_gpt35,K,K,4,1,33,18,K,N,"[0, 1]"
93,Second Best,1,act_claude1,act_claude2,N,K,2,2,2,2,K,N,"[0, 1]"
93,Second Best,2,act_claude1,act_claude2,N,K,2,2,4,4,K,N,"[1, 0]"
93,Second Best,3,act_claude1,act_claude2,N,K,2,2,6,6,K,N,"[1, 0]"
93,Second Best,4,act_claude1,act_claude2,N,K,2,2,8,8,K,N,"[1, 0]"
93,Second Best,5,act_claude1,act_claude2,N,K,2,2,10,10,K,N,"[0, 1]"
93,Second Best,6,act_claude1,act_claude2,N,N,3,3,13,13,K,N,"[1, 0]"
93,Second Best,7,act_claude1,act_claude2,N,K,2,2,15,15,K,N,"[0, 1]"
93,Second Best,8,act_claude1,act_claude2,N,K,2,2,17,17,K,N,"[1, 0]"
93,Second Best,9,act_claude1,act_claude2,N,K,2,2,19,19,K,N,"[0, 1]"
93,Second Best,10,act_claude1,act_claude2,N,N,3,3,22,22,K,N,"[0, 1]"
93,Second Best,1,act_claude1,act_gpt4,N,K,2,2,2,2,K,N,"[0, 1]"
93,Second Best,2,act_claude1,act_gpt4,N,K,2,2,4,4,K,N,"[1, 0]"
