game_number,game_name,round,player1,player2,answer1,answer2,points1,points2,total1,total2,choice_option1,choice_option2,option_order
35,Quasi Battle,1,act_claude2,act_claude2,V,V,1,2,1,2,V,H,"[1, 0]"
35,Quasi Battle,2,act_claude2,act_claude2,H,V,4,3,5,5,V,H,"[0, 1]"
35,Quasi Battle,3,act_claude2,act_claude2,H,V,4,3,9,8,V,H,"[0, 1]"
35,Quasi Battle,4,act_claude2,act_claude2,H,V,4,3,13,11,V,H,"[1, 0]"
35,Quasi Battle,5,act_claude2,act_claude2,H,V,4,3,17,14,V,H,"[0, 1]"
35,Quasi Battle,6,act_claude2,act_claude2,H,H,2,1,19,15,V,H,"[0, 1]"
35,Quasi Battle,7,act_claude2,act_claude2,H,V,4,3,23,18,V,H,"[1, 0]"
35,Quasi Battle,8,act_claude2,act_claude2,H,V,4,3,27,21,V,H,"[0, 1]"
35,Quasi Battle,9,act_claude2,act_claude2,H,V,4,3,31,24,V,H,"[1, 0]"
35,Quasi Battle,10,act_claude2,act_claude2,H,V,4,3,35,27,V,H,"[0, 1]"
35,Quasi Battle,1,act_claude2,act_gpt4,V,V,1,2,1,2,V,H,"[0, 1]"
35,Quasi Battle,2,act_claude2,act_gpt4,H,V,4,3,5,5,V,H,"[1, 0]"
35,Quasi Battle,3,act_claude2,act_gpt4,H,V,4,3,9,8,V,H,"[1, 0]"
35,Quasi Battle,4,act_claude2,act_gpt4,H,V,4,3,13,11,V,H,"[1, 0]"
35,Quasi Battle,5,act_claude2,act_gpt4,H,V,4,3,17,14,V,H,"[1, 0]"
35,Quasi Battle,6,act_claude2,act_gpt4,H,V,4,3,21,17,V,H,"[0, 1]"
35,Quasi Battle,7,act_claude2,act_gpt4,H,H,2,1,23,18,V,H,"[1, 0]"
35,Quasi Battle,8,act_claude2,act_gpt4,V,V,1,2,24,20,V,H,"[1, 0]"
35,Quasi Battle,9,act_claude2,act_gpt4,H,V,4,3,28,23,V,H,"[1, 0]"
35,Quasi Battle,10,act_claude2,act_gpt4,H,V,4,3,32,26,V,H,"[0, 1]"
35,Quasi Battle,1,act_claude2,act_claude1,V,V,1,2,1,2,V,H,"[1, 0]"
35,Quasi Battle,2,act_claude2,act_claude1,H,V,4,3,5,5,V,H,"[0, 1]"
35,Quasi Battle,3,act_claude2,act_claude1,H,V,4,3,9,8,V,H,"[0, 1]"
35,Quasi Battle,4,act_claude2,act_claude1,H,V,4,3,13,11,V,H,"[0, 1]"
35,Quasi Battle,5,act_claude2,act_claude1,H,V,4,3,17,14,V,H,"[0, 1]"
35,Quasi Battle,6,act_claude2,act_claude1,H,H,2,1,19,15,V,H,"[0, 1]"
35,Quasi Battle,7,act_claude2,act_claude1,H,V,4,3,23,18,V,H,"[0, 1]"
35,Quasi Battle,8,act_claude2,act_claude1,H,V,4,3,27,21,V,H,"[0, 1]"
35,Quasi Battle,9,act_claude2,act_claude1,H,V,4,3,31,24,V,H,"[0, 1]"
35,Quasi Battle,10,act_claude2,act_claude1,H,H,2,1,33,25,V,H,"[0, 1]"
35,Quasi Battle,1,act_claude2,act_gpt35,V,V,1,2,1,2,V,H,"[1, 0]"
35,Quasi Battle,2,act_claude2,act_gpt35,H,V,4,3,5,5,V,H,"[0, 1]"
35,Quasi Battle,3,act_claude2,act_gpt35,H,V,4,3,9,8,V,H,"[0, 1]"
35,Quasi Battle,4,act_claude2,act_gpt35,H,V,4,3,13,11,V,H,"[0, 1]"
35,Quasi Battle,5,act_claude2,act_gpt35,H,V,4,3,17,14,V,H,"[0, 1]"
35,Quasi Battle,6,act_claude2,act_gpt35,H,V,4,3,21,17,V,H,"[1, 0]"
35,Quasi Battle,7,act_claude2,act_gpt35,H,V,4,3,25,20,V,H,"[1, 0]"
35,Quasi Battle,8,act_claude2,act_gpt35,H,V,4,3,29,23,V,H,"[1, 0]"
35,Quasi Battle,9,act_claude2,act_gpt35,H,V,4,3,33,26,V,H,"[0, 1]"
35,Quasi Battle,10,act_claude2,act_gpt35,H,V,4,3,37,29,V,H,"[0, 1]"
35,Quasi Battle,1,act_gpt4,act_claude2,V,V,1,2,1,2,V,H,"[0, 1]"
35,Quasi Battle,2,act_gpt4,act_claude2,H,V,4,3,5,5,V,H,"[1, 0]"
35,Quasi Battle,3,act_gpt4,act_claude2,V,V,1,2,6,7,V,H,"[0, 1]"
35,Quasi Battle,4,act_gpt4,act_claude2,H,V,4,3,10,10,V,H,"[0, 1]"
35,Quasi Battle,5,act_gpt4,act_claude2,V,V,1,2,11,12,V,H,"[0, 1]"
35,Quasi Battle,6,act_gpt4,act_claude2,H,V,4,3,15,15,V,H,"[0, 1]"
35,Quasi Battle,7,act_gpt4,act_claude2,V,V,1,2,16,17,V,H,"[1, 0]"
35,Quasi Battle,8,act_gpt4,act_claude2,H,V,4,3,20,20,V,H,"[1, 0]"
35,Quasi Battle,9,act_gpt4,act_claude2,V,V,1,2,21,22,V,H,"[0, 1]"
