game_number,game_name,round,player1,player2,answer1,answer2,points1,points2,total1,total2,choice_option1,choice_option2,option_order
125,Privilaged,1,act_claude2,act_claude2,K,K,4,4,4,4,K,R,"[0, 1]"
125,Privilaged,2,act_claude2,act_claude2,K,K,4,4,8,8,K,R,"[0, 1]"
125,Privilaged,3,act_claude2,act_claude2,K,K,4,4,12,12,K,R,"[1, 0]"
125,Privilaged,4,act_claude2,act_claude2,K,K,4,4,16,16,K,R,"[0, 1]"
125,Privilaged,5,act_claude2,act_claude2,K,K,4,4,20,20,K,R,"[0, 1]"
125,Privilaged,6,act_claude2,act_claude2,R,K,2,1,22,21,K,R,"[1, 0]"
125,Privilaged,7,act_claude2,act_claude2,R,K,2,1,24,22,K,R,"[1, 0]"
125,Privilaged,8,act_claude2,act_claude2,K,K,4,4,28,26,K,R,"[1, 0]"
125,Privilaged,9,act_claude2,act_claude2,K,K,4,4,32,30,K,R,"[1, 0]"
125,Privilaged,10,act_claude2,act_claude2,K,K,4,4,36,34,K,R,"[0, 1]"
125,Privilaged,1,act_claude2,act_gpt4,K,K,4,4,4,4,K,R,"[1, 0]"
125,Privilaged,2,act_claude2,act_gpt4,K,K,4,4,8,8,K,R,"[1, 0]"
125,Privilaged,3,act_claude2,act_gpt4,K,K,4,4,12,12,K,R,"[0, 1]"
125,Privilaged,4,act_claude2,act_gpt4,K,K,4,4,16,16,K,R,"[0, 1]"
125,Privilaged,5,act_claude2,act_gpt4,K,K,4,4,20,20,K,R,"[1, 0]"
125,Privilaged,6,act_claude2,act_gpt4,R,K,2,1,22,21,K,R,"[1, 0]"
125,Privilaged,7,act_claude2,act_gpt4,R,K,2,1,24,22,K,R,"[0, 1]"
125,Privilaged,8,act_claude2,act_gpt4,R,R,1,3,25,25,K,R,"[0, 1]"
125,Privilaged,9,act_claude2,act_gpt4,R,K,2,1,27,26,K,R,"[0, 1]"
125,Privilaged,10,act_claude2,act_gpt4,K,R,3,2,30,28,K,R,"[1, 0]"
125,Privilaged,1,act_claude2,act_claude1,K,K,4,4,4,4,K,R,"[0, 1]"
125,Privilaged,2,act_claude2,act_claude1,K,K,4,4,8,8,K,R,"[1, 0]"
125,Privilaged,3,act_claude2,act_claude1,R,K,2,1,10,9,K,R,"[0, 1]"
125,Privilaged,4,act_claude2,act_claude1,K,K,4,4,14,13,K,R,"[0, 1]"
125,Privilaged,5,act_claude2,act_claude1,K,K,4,4,18,17,K,R,"[0, 1]"
125,Privilaged,6,act_claude2,act_claude1,K,K,4,4,22,21,K,R,"[1, 0]"
125,Privilaged,7,act_claude2,act_claude1,R,K,2,1,24,22,K,R,"[0, 1]"
125,Privilaged,8,act_claude2,act_claude1,K,K,4,4,28,26,K,R,"[0, 1]"
125,Privilaged,9,act_claude2,act_claude1,K,K,4,4,32,30,K,R,"[1, 0]"
125,Privilaged,10,act_claude2,act_claude1,K,K,4,4,36,34,K,R,"[1, 0]"
