game_number,game_name,round,player1,player2,answer1,answer2,points1,points2,total1,total2,choice_option1,choice_option2,option_order
118,Generous,1,act_claude2,act_claude2,C,C,4,1,4,1,C,N,"[0, 1]"
118,Generous,2,act_claude2,act_claude2,C,N,3,4,7,5,C,N,"[1, 0]"
118,Generous,3,act_claude2,act_claude2,C,N,3,4,10,9,C,N,"[0, 1]"
118,Generous,4,act_claude2,act_claude2,C,N,3,4,13,13,C,N,"[1, 0]"
118,Generous,5,act_claude2,act_claude2,C,C,4,1,17,14,C,N,"[1, 0]"
118,Generous,6,act_claude2,act_claude2,C,N,3,4,20,18,C,N,"[0, 1]"
118,Generous,7,act_claude2,act_claude2,C,N,3,4,23,22,C,N,"[0, 1]"
118,Generous,8,act_claude2,act_claude2,C,N,3,4,26,26,C,N,"[1, 0]"
118,Generous,9,act_claude2,act_claude2,C,N,3,4,29,30,C,N,"[1, 0]"
118,Generous,10,act_claude2,act_claude2,N,N,2,2,31,32,C,N,"[0, 1]"
118,Generous,1,act_claude2,act_gpt4,C,C,4,1,4,1,C,N,"[1, 0]"
118,Generous,2,act_claude2,act_gpt4,C,C,4,1,8,2,C,N,"[0, 1]"
118,Generous,3,act_claude2,act_gpt4,C,C,4,1,12,3,C,N,"[1, 0]"
118,Generous,4,act_claude2,act_gpt4,C,N,3,4,15,7,C,N,"[0, 1]"
118,Generous,5,act_claude2,act_gpt4,C,C,4,1,19,8,C,N,"[0, 1]"
118,Generous,6,act_claude2,act_gpt4,C,N,3,4,22,12,C,N,"[1, 0]"
118,Generous,7,act_claude2,act_gpt4,C,C,4,1,26,13,C,N,"[0, 1]"
118,Generous,8,act_claude2,act_gpt4,C,N,3,4,29,17,C,N,"[1, 0]"
118,Generous,9,act_claude2,act_gpt4,C,C,4,1,33,18,C,N,"[1, 0]"
118,Generous,10,act_claude2,act_gpt4,C,N,3,4,36,22,C,N,"[1, 0]"
118,Generous,1,act_claude2,act_claude1,C,C,4,1,4,1,C,N,"[1, 0]"
118,Generous,2,act_claude2,act_claude1,C,N,3,4,7,5,C,N,"[0, 1]"
118,Generous,3,act_claude2,act_claude1,C,N,3,4,10,9,C,N,"[0, 1]"
118,Generous,4,act_claude2,act_claude1,C,N,3,4,13,13,C,N,"[0, 1]"
118,Generous,5,act_claude2,act_claude1,C,N,3,4,16,17,C,N,"[1, 0]"
118,Generous,6,act_claude2,act_claude1,C,N,3,4,19,21,C,N,"[1, 0]"
