game_number,game_name,round,player1,player2,answer1,answer2,points1,points2,total1,total2,choice_option1,choice_option2,option_order
75,Pure Aligned,1,act_claude2,act_claude2,H,H,4,4,4,4,H,S,"[0, 1]"
75,Pure Aligned,2,act_claude2,act_claude2,S,S,2,2,6,6,H,S,"[1, 0]"
75,Pure Aligned,3,act_claude2,act_claude2,S,S,2,2,8,8,H,S,"[0, 1]"
75,Pure Aligned,4,act_claude2,act_claude2,S,S,2,2,10,10,H,S,"[0, 1]"
75,Pure Aligned,5,act_claude2,act_claude2,S,S,2,2,12,12,H,S,"[0, 1]"
75,Pure Aligned,6,act_claude2,act_claude2,S,S,2,2,14,14,H,S,"[1, 0]"
75,Pure Aligned,7,act_claude2,act_claude2,S,S,2,2,16,16,H,S,"[1, 0]"
75,Pure Aligned,8,act_claude2,act_claude2,S,S,2,2,18,18,H,S,"[0, 1]"
75,Pure Aligned,9,act_claude2,act_claude2,S,S,2,2,20,20,H,S,"[0, 1]"
75,Pure Aligned,10,act_claude2,act_claude2,H,H,4,4,24,24,H,S,"[1, 0]"
75,Pure Aligned,1,act_claude2,act_gpt4,H,H,4,4,4,4,H,S,"[1, 0]"
75,Pure Aligned,2,act_claude2,act_gpt4,S,H,3,3,7,7,H,S,"[0, 1]"
75,Pure Aligned,3,act_claude2,act_gpt4,S,H,3,3,10,10,H,S,"[1, 0]"
75,Pure Aligned,4,act_claude2,act_gpt4,S,H,3,3,13,13,H,S,"[1, 0]"
75,Pure Aligned,5,act_claude2,act_gpt4,S,H,3,3,16,16,H,S,"[1, 0]"
75,Pure Aligned,6,act_claude2,act_gpt4,S,H,3,3,19,19,H,S,"[1, 0]"
75,Pure Aligned,7,act_claude2,act_gpt4,S,H,3,3,22,22,H,S,"[0, 1]"
75,Pure Aligned,8,act_claude2,act_gpt4,S,H,3,3,25,25,H,S,"[1, 0]"
75,Pure Aligned,9,act_claude2,act_gpt4,S,H,3,3,28,28,H,S,"[0, 1]"
75,Pure Aligned,10,act_claude2,act_gpt4,S,H,3,3,31,31,H,S,"[0, 1]"
75,Pure Aligned,1,act_claude2,act_claude1,H,H,4,4,4,4,H,S,"[0, 1]"
75,Pure Aligned,2,act_claude2,act_claude1,S,H,3,3,7,7,H,S,"[1, 0]"
75,Pure Aligned,3,act_claude2,act_claude1,S,H,3,3,10,10,H,S,"[0, 1]"
