game_number,game_name,round,player1,player2,answer1,answer2,points1,points2,total1,total2,choice_option1,choice_option2,option_order
83,Inspector,1,act_claude2,act_claude2,B,B,4,2,4,2,B,J,"[0, 1]"
83,Inspector,2,act_claude2,act_claude2,J,J,2,3,6,5,B,J,"[0, 1]"
83,Inspector,3,act_claude2,act_claude2,B,J,1,4,7,9,B,J,"[0, 1]"
83,Inspector,4,act_claude2,act_claude2,B,J,1,4,8,13,B,J,"[0, 1]"
83,Inspector,5,act_claude2,act_claude2,B,J,1,4,9,17,B,J,"[0, 1]"
83,Inspector,6,act_claude2,act_claude2,J,J,2,3,11,20,B,J,"[1, 0]"
83,Inspector,7,act_claude2,act_claude2,B,J,1,4,12,24,B,J,"[1, 0]"
83,Inspector,8,act_claude2,act_claude2,J,J,2,3,14,27,B,J,"[0, 1]"
83,Inspector,9,act_claude2,act_claude2,J,J,2,3,16,30,B,J,"[0, 1]"
83,Inspector,10,act_claude2,act_claude2,J,J,2,3,18,33,B,J,"[1, 0]"
83,Inspector,1,act_claude2,act_gpt4,B,B,4,2,4,2,B,J,"[0, 1]"
83,Inspector,2,act_claude2,act_gpt4,B,B,4,2,8,4,B,J,"[1, 0]"
83,Inspector,3,act_claude2,act_gpt4,J,B,3,3,11,7,B,J,"[1, 0]"
83,Inspector,4,act_claude2,act_gpt4,B,B,4,2,15,9,B,J,"[1, 0]"
83,Inspector,5,act_claude2,act_gpt4,B,B,4,2,19,11,B,J,"[0, 1]"
83,Inspector,6,act_claude2,act_gpt4,B,J,1,4,20,15,B,J,"[0, 1]"
83,Inspector,7,act_claude2,act_gpt4,B,B,4,2,24,17,B,J,"[0, 1]"
83,Inspector,8,act_claude2,act_gpt4,B,B,4,2,28,19,B,J,"[1, 0]"
83,Inspector,9,act_claude2,act_gpt4,B,B,4,2,32,21,B,J,"[1, 0]"
83,Inspector,10,act_claude2,act_gpt4,B,J,1,4,33,25,B,J,"[0, 1]"
83,Inspector,1,act_claude2,act_claude1,B,J,1,4,1,4,B,J,"[0, 1]"
83,Inspector,2,act_claude2,act_claude1,J,B,3,3,4,7,B,J,"[1, 0]"
83,Inspector,3,act_claude2,act_claude1,B,B,4,2,8,9,B,J,"[0, 1]"
83,Inspector,4,act_claude2,act_claude1,B,J,1,4,9,13,B,J,"[0, 1]"
83,Inspector,5,act_claude2,act_claude1,J,B,3,3,12,16,B,J,"[0, 1]"
83,Inspector,6,act_claude2,act_claude1,J,B,3,3,15,19,B,J,"[0, 1]"
83,Inspector,7,act_claude2,act_claude1,J,B,3,3,18,22,B,J,"[1, 0]"
83,Inspector,8,act_claude2,act_claude1,J,B,3,3,21,25,B,J,"[1, 0]"
83,Inspector,9,act_claude2,act_claude1,J,B,3,3,24,28,B,J,"[1, 0]"
83,Inspector,10,act_claude2,act_claude1,J,B,3,3,27,31,B,J,"[0, 1]"
83,Inspector,1,act_claude2,act_gpt35,B,B,4,2,4,2,B,J,"[0, 1]"
83,Inspector,2,act_claude2,act_gpt35,B,J,1,4,5,6,B,J,"[1, 0]"
83,Inspector,3,act_claude2,act_gpt35,J,J,2,3,7,9,B,J,"[0, 1]"
83,Inspector,4,act_claude2,act_gpt35,B,J,1,4,8,13,B,J,"[1, 0]"
83,Inspector,5,act_claude2,act_gpt35,J,J,2,3,10,16,B,J,"[1, 0]"
83,Inspector,6,act_claude2,act_gpt35,J,J,2,3,12,19,B,J,"[1, 0]"
83,Inspector,7,act_claude2,act_gpt35,J,J,2,3,14,22,B,J,"[0, 1]"
83,Inspector,8,act_claude2,act_gpt35,J,J,2,3,16,25,B,J,"[0, 1]"
83,Inspector,9,act_claude2,act_gpt35,J,J,2,3,18,28,B,J,"[0, 1]"
83,Inspector,10,act_claude2,act_gpt35,J,J,2,3,20,31,B,J,"[0, 1]"
83,Inspector,1,act_gpt4,act_claude2,B,B,4,2,4,2,B,J,"[1, 0]"
83,Inspector,2,act_gpt4,act_claude2,B,J,1,4,5,6,B,J,"[0, 1]"
83,Inspector,3,act_gpt4,act_claude2,B,J,1,4,6,10,B,J,"[1, 0]"
83,Inspector,4,act_gpt4,act_claude2,J,J,2,3,8,13,B,J,"[1, 0]"
83,Inspector,5,act_gpt4,act_claude2,B,J,1,4,9,17,B,J,"[1, 0]"
83,Inspector,6,act_gpt4,act_claude2,J,J,2,3,11,20,B,J,"[0, 1]"
83,Inspector,7,act_gpt4,act_claude2,B,J,1,4,12,24,B,J,"[1, 0]"
83,Inspector,8,act_gpt4,act_claude2,J,J,2,3,14,27,B,J,"[1, 0]"
83,Inspector,9,act_gpt4,act_claude2,B,J,1,4,15,31,B,J,"[0, 1]"
83,Inspector,10,act_gpt4,act_claude2,J,J,2,3,17,34,B,J,"[1, 0]"
83,Inspector,1,act_gpt4,act_gpt4,B,B,4,2,4,2,B,J,"[0, 1]"
83,Inspector,2,act_gpt4,act_gpt4,B,B,4,2,8,4,B,J,"[1, 0]"
83,Inspector,3,act_gpt4,act_gpt4,B,B,4,2,12,6,B,J,"[1, 0]"
83,Inspector,4,act_gpt4,act_gpt4,B,J,1,4,13,10,B,J,"[1, 0]"
83,Inspector,5,act_gpt4,act_gpt4,B,J,1,4,14,14,B,J,"[1, 0]"
83,Inspector,6,act_gpt4,act_gpt4,J,J,2,3,16,17,B,J,"[0, 1]"
83,Inspector,7,act_gpt4,act_gpt4,B,J,1,4,17,21,B,J,"[0, 1]"
83,Inspector,8,act_gpt4,act_gpt4,B,J,1,4,18,25,B,J,"[0, 1]"
83,Inspector,9,act_gpt4,act_gpt4,J,J,2,3,20,28,B,J,"[0, 1]"
83,Inspector,10,act_gpt4,act_gpt4,B,J,1,4,21,32,B,J,"[1, 0]"
83,Inspector,1,act_gpt4,act_claude1,B,J,1,4,1,4,B,J,"[0, 1]"
83,Inspector,2,act_gpt4,act_claude1,B,B,4,2,5,6,B,J,"[1, 0]"
83,Inspector,3,act_gpt4,act_claude1,B,J,1,4,6,10,B,J,"[0, 1]"
