game_number,game_name,round,player1,player2,answer1,answer2,points1,points2,total1,total2,choice_option1,choice_option2,option_order
16,Quasi Cycle,1,act_claude2,act_claude2,M,M,2,4,2,4,M,H,"[0, 1]"
16,Quasi Cycle,2,act_claude2,act_claude2,H,M,4,2,6,6,M,H,"[0, 1]"
16,Quasi Cycle,3,act_claude2,act_claude2,H,M,4,2,10,8,M,H,"[0, 1]"
16,Quasi Cycle,4,act_claude2,act_claude2,H,M,4,2,14,10,M,H,"[0, 1]"
16,Quasi Cycle,5,act_claude2,act_claude2,H,M,4,2,18,12,M,H,"[0, 1]"
16,Quasi Cycle,6,act_claude2,act_claude2,H,H,1,3,19,15,M,H,"[0, 1]"
16,Quasi Cycle,7,act_claude2,act_claude2,H,M,4,2,23,17,M,H,"[0, 1]"
16,Quasi Cycle,8,act_claude2,act_claude2,H,M,4,2,27,19,M,H,"[0, 1]"
16,Quasi Cycle,9,act_claude2,act_claude2,H,H,1,3,28,22,M,H,"[0, 1]"
16,Quasi Cycle,10,act_claude2,act_claude2,M,M,2,4,30,26,M,H,"[1, 0]"
16,Quasi Cycle,1,act_claude2,act_gpt4,M,M,2,4,2,4,M,H,"[0, 1]"
16,Quasi Cycle,2,act_claude2,act_gpt4,H,M,4,2,6,6,M,H,"[0, 1]"
16,Quasi Cycle,3,act_claude2,act_gpt4,M,M,2,4,8,10,M,H,"[1, 0]"
16,Quasi Cycle,4,act_claude2,act_gpt4,H,M,4,2,12,12,M,H,"[0, 1]"
16,Quasi Cycle,5,act_claude2,act_gpt4,M,M,2,4,14,16,M,H,"[1, 0]"
16,Quasi Cycle,6,act_claude2,act_gpt4,H,M,4,2,18,18,M,H,"[1, 0]"
16,Quasi Cycle,7,act_claude2,act_gpt4,H,M,4,2,22,20,M,H,"[1, 0]"
16,Quasi Cycle,8,act_claude2,act_gpt4,H,M,4,2,26,22,M,H,"[0, 1]"
16,Quasi Cycle,9,act_claude2,act_gpt4,H,M,4,2,30,24,M,H,"[0, 1]"
16,Quasi Cycle,10,act_claude2,act_gpt4,H,M,4,2,34,26,M,H,"[0, 1]"
16,Quasi Cycle,1,act_claude2,act_claude1,M,M,2,4,2,4,M,H,"[0, 1]"
16,Quasi Cycle,2,act_claude2,act_claude1,H,M,4,2,6,6,M,H,"[0, 1]"
16,Quasi Cycle,3,act_claude2,act_claude1,H,M,4,2,10,8,M,H,"[0, 1]"
16,Quasi Cycle,4,act_claude2,act_claude1,M,M,2,4,12,12,M,H,"[1, 0]"
16,Quasi Cycle,5,act_claude2,act_claude1,H,M,4,2,16,14,M,H,"[1, 0]"
16,Quasi Cycle,6,act_claude2,act_claude1,H,M,4,2,20,16,M,H,"[1, 0]"
16,Quasi Cycle,7,act_claude2,act_claude1,H,M,4,2,24,18,M,H,"[1, 0]"
16,Quasi Cycle,8,act_claude2,act_claude1,H,M,4,2,28,20,M,H,"[0, 1]"
16,Quasi Cycle,9,act_claude2,act_claude1,H,M,4,2,32,22,M,H,"[0, 1]"
16,Quasi Cycle,10,act_claude2,act_claude1,H,M,4,2,36,24,M,H,"[1, 0]"
16,Quasi Cycle,1,act_claude2,act_gpt35,M,M,2,4,2,4,M,H,"[1, 0]"
16,Quasi Cycle,2,act_claude2,act_gpt35,H,M,4,2,6,6,M,H,"[1, 0]"
16,Quasi Cycle,3,act_claude2,act_gpt35,H,H,1,3,7,9,M,H,"[0, 1]"
16,Quasi Cycle,4,act_claude2,act_gpt35,M,M,2,4,9,13,M,H,"[1, 0]"
16,Quasi Cycle,5,act_claude2,act_gpt35,M,M,2,4,11,17,M,H,"[1, 0]"
16,Quasi Cycle,6,act_claude2,act_gpt35,H,M,4,2,15,19,M,H,"[1, 0]"
16,Quasi Cycle,7,act_claude2,act_gpt35,H,M,4,2,19,21,M,H,"[0, 1]"
16,Quasi Cycle,8,act_claude2,act_gpt35,H,M,4,2,23,23,M,H,"[0, 1]"
16,Quasi Cycle,9,act_claude2,act_gpt35,H,M,4,2,27,25,M,H,"[1, 0]"
16,Quasi Cycle,10,act_claude2,act_gpt35,H,H,1,3,28,28,M,H,"[0, 1]"
16,Quasi Cycle,1,act_gpt4,act_claude2,M,M,2,4,2,4,M,H,"[0, 1]"
16,Quasi Cycle,2,act_gpt4,act_claude2,H,M,4,2,6,6,M,H,"[1, 0]"
16,Quasi Cycle,3,act_gpt4,act_claude2,M,M,2,4,8,10,M,H,"[1, 0]"
16,Quasi Cycle,4,act_gpt4,act_claude2,H,M,4,2,12,12,M,H,"[0, 1]"
16,Quasi Cycle,5,act_gpt4,act_claude2,M,M,2,4,14,16,M,H,"[1, 0]"
16,Quasi Cycle,6,act_gpt4,act_claude2,H,M,4,2,18,18,M,H,"[1, 0]"
16,Quasi Cycle,7,act_gpt4,act_claude2,M,M,2,4,20,22,M,H,"[1, 0]"
16,Quasi Cycle,8,act_gpt4,act_claude2,H,M,4,2,24,24,M,H,"[1, 0]"
16,Quasi Cycle,9,act_gpt4,act_claude2,M,M,2,4,26,28,M,H,"[0, 1]"
16,Quasi Cycle,10,act_gpt4,act_claude2,H,M,4,2,30,30,M,H,"[0, 1]"
16,Quasi Cycle,1,act_gpt4,act_gpt4,M,M,2,4,2,4,M,H,"[0, 1]"
16,Quasi Cycle,2,act_gpt4,act_gpt4,H,M,4,2,6,6,M,H,"[1, 0]"
16,Quasi Cycle,3,act_gpt4,act_gpt4,M,M,2,4,8,10,M,H,"[0, 1]"
16,Quasi Cycle,4,act_gpt4,act_gpt4,H,M,4,2,12,12,M,H,"[0, 1]"
16,Quasi Cycle,5,act_gpt4,act_gpt4,M,M,2,4,14,16,M,H,"[0, 1]"
16,Quasi Cycle,6,act_gpt4,act_gpt4,H,M,4,2,18,18,M,H,"[1, 0]"
16,Quasi Cycle,7,act_gpt4,act_gpt4,M,M,2,4,20,22,M,H,"[0, 1]"
16,Quasi Cycle,8,act_gpt4,act_gpt4,H,M,4,2,24,24,M,H,"[1, 0]"
