game_number,game_name,round,player1,player2,answer1,answer2,points1,points2,total1,total2,choice_option1,choice_option2,option_order
12,Chicken,1,act_claude2,act_claude2,A,A,3,3,3,3,A,F,"[0, 1]"
12,Chicken,2,act_claude2,act_claude2,F,F,1,1,4,4,A,F,"[1, 0]"
12,Chicken,3,act_claude2,act_claude2,F,A,4,2,8,6,A,F,"[0, 1]"
12,Chicken,4,act_claude2,act_claude2,F,A,4,2,12,8,A,F,"[0, 1]"
12,Chicken,5,act_claude2,act_claude2,F,A,4,2,16,10,A,F,"[1, 0]"
12,Chicken,6,act_claude2,act_claude2,F,A,4,2,20,12,A,F,"[0, 1]"
12,Chicken,7,act_claude2,act_claude2,F,A,4,2,24,14,A,F,"[0, 1]"
12,Chicken,8,act_claude2,act_claude2,F,A,4,2,28,16,A,F,"[1, 0]"
12,Chicken,9,act_claude2,act_claude2,F,A,4,2,32,18,A,F,"[1, 0]"
12,Chicken,10,act_claude2,act_claude2,F,A,4,2,36,20,A,F,"[0, 1]"
12,Chicken,1,act_claude2,act_gpt4,A,A,3,3,3,3,A,F,"[0, 1]"
12,Chicken,2,act_claude2,act_gpt4,F,A,4,2,7,5,A,F,"[0, 1]"
12,Chicken,3,act_claude2,act_gpt4,F,A,4,2,11,7,A,F,"[1, 0]"
12,Chicken,4,act_claude2,act_gpt4,F,A,4,2,15,9,A,F,"[1, 0]"
12,Chicken,5,act_claude2,act_gpt4,F,A,4,2,19,11,A,F,"[0, 1]"
12,Chicken,6,act_claude2,act_gpt4,F,A,4,2,23,13,A,F,"[1, 0]"
12,Chicken,7,act_claude2,act_gpt4,F,F,1,1,24,14,A,F,"[0, 1]"
12,Chicken,8,act_claude2,act_gpt4,F,A,4,2,28,16,A,F,"[0, 1]"
12,Chicken,9,act_claude2,act_gpt4,F,A,4,2,32,18,A,F,"[1, 0]"
12,Chicken,10,act_claude2,act_gpt4,F,A,4,2,36,20,A,F,"[0, 1]"
12,Chicken,1,act_claude2,act_claude1,A,A,3,3,3,3,A,F,"[1, 0]"
12,Chicken,2,act_claude2,act_claude1,F,A,4,2,7,5,A,F,"[1, 0]"
12,Chicken,3,act_claude2,act_claude1,F,A,4,2,11,7,A,F,"[1, 0]"
12,Chicken,4,act_claude2,act_claude1,F,F,1,1,12,8,A,F,"[0, 1]"
12,Chicken,5,act_claude2,act_claude1,F,A,4,2,16,10,A,F,"[0, 1]"
12,Chicken,6,act_claude2,act_claude1,F,A,4,2,20,12,A,F,"[0, 1]"
12,Chicken,7,act_claude2,act_claude1,F,A,4,2,24,14,A,F,"[1, 0]"
12,Chicken,8,act_claude2,act_claude1,F,A,4,2,28,16,A,F,"[1, 0]"
12,Chicken,9,act_claude2,act_claude1,F,A,4,2,32,18,A,F,"[0, 1]"
12,Chicken,10,act_claude2,act_claude1,F,A,4,2,36,20,A,F,"[1, 0]"
12,Chicken,1,act_claude2,act_gpt35,A,A,3,3,3,3,A,F,"[1, 0]"
12,Chicken,2,act_claude2,act_gpt35,F,A,4,2,7,5,A,F,"[1, 0]"
12,Chicken,3,act_claude2,act_gpt35,F,A,4,2,11,7,A,F,"[0, 1]"
12,Chicken,4,act_claude2,act_gpt35,F,A,4,2,15,9,A,F,"[1, 0]"
12,Chicken,5,act_claude2,act_gpt35,F,A,4,2,19,11,A,F,"[0, 1]"
12,Chicken,6,act_claude2,act_gpt35,F,A,4,2,23,13,A,F,"[1, 0]"
12,Chicken,7,act_claude2,act_gpt35,F,A,4,2,27,15,A,F,"[1, 0]"
12,Chicken,8,act_claude2,act_gpt35,F,A,4,2,31,17,A,F,"[0, 1]"
12,Chicken,9,act_claude2,act_gpt35,F,A,4,2,35,19,A,F,"[1, 0]"
12,Chicken,10,act_claude2,act_gpt35,F,A,4,2,39,21,A,F,"[0, 1]"
12,Chicken,1,act_gpt4,act_claude2,A,A,3,3,3,3,A,F,"[1, 0]"
12,Chicken,2,act_gpt4,act_claude2,A,F,2,4,5,7,A,F,"[1, 0]"
12,Chicken,3,act_gpt4,act_claude2,A,F,2,4,7,11,A,F,"[0, 1]"
