game_number,game_name,round,player1,player2,answer1,answer2,points1,points2,total1,total2,choice_option1,choice_option2,option_order
81,Big Bully,1,act_claude2,act_claude2,F,F,4,1,4,1,F,Z,"[1, 0]"
81,Big Bully,2,act_claude2,act_claude2,Z,Z,2,3,6,4,F,Z,"[1, 0]"
81,Big Bully,3,act_claude2,act_claude2,F,F,4,1,10,5,F,Z,"[1, 0]"
81,Big Bully,4,act_claude2,act_claude2,F,Z,1,4,11,9,F,Z,"[1, 0]"
81,Big Bully,5,act_claude2,act_claude2,F,F,4,1,15,10,F,Z,"[1, 0]"
81,Big Bully,6,act_claude2,act_claude2,Z,Z,2,3,17,13,F,Z,"[1, 0]"
81,Big Bully,7,act_claude2,act_claude2,F,Z,1,4,18,17,F,Z,"[1, 0]"
81,Big Bully,8,act_claude2,act_claude2,F,Z,1,4,19,21,F,Z,"[1, 0]"
81,Big Bully,9,act_claude2,act_claude2,Z,Z,2,3,21,24,F,Z,"[1, 0]"
81,Big Bully,10,act_claude2,act_claude2,F,Z,1,4,22,28,F,Z,"[0, 1]"
81,Big Bully,1,act_claude2,act_gpt4,F,F,4,1,4,1,F,Z,"[1, 0]"
81,Big Bully,2,act_claude2,act_gpt4,Z,Z,2,3,6,4,F,Z,"[0, 1]"
81,Big Bully,3,act_claude2,act_gpt4,F,F,4,1,10,5,F,Z,"[1, 0]"
81,Big Bully,4,act_claude2,act_gpt4,F,Z,1,4,11,9,F,Z,"[1, 0]"
81,Big Bully,5,act_claude2,act_gpt4,Z,F,3,2,14,11,F,Z,"[1, 0]"
81,Big Bully,6,act_claude2,act_gpt4,Z,F,3,2,17,13,F,Z,"[1, 0]"
81,Big Bully,7,act_claude2,act_gpt4,Z,F,3,2,20,15,F,Z,"[1, 0]"
81,Big Bully,8,act_claude2,act_gpt4,Z,Z,2,3,22,18,F,Z,"[1, 0]"
81,Big Bully,9,act_claude2,act_gpt4,Z,F,3,2,25,20,F,Z,"[1, 0]"
81,Big Bully,10,act_claude2,act_gpt4,Z,Z,2,3,27,23,F,Z,"[0, 1]"
81,Big Bully,1,act_claude2,act_claude1,F,F,4,1,4,1,F,Z,"[1, 0]"
81,Big Bully,2,act_claude2,act_claude1,Z,Z,2,3,6,4,F,Z,"[1, 0]"
81,Big Bully,3,act_claude2,act_claude1,Z,Z,2,3,8,7,F,Z,"[0, 1]"
81,Big Bully,4,act_claude2,act_claude1,F,F,4,1,12,8,F,Z,"[1, 0]"
