game_number,game_name,round,player1,player2,answer1,answer2,points1,points2,total1,total2,choice_option1,choice_option2,option_order
131,Generous,1,act_claude2,act_claude2,R,R,4,2,4,2,R,N,"[0, 1]"
131,Generous,2,act_claude2,act_claude2,R,R,4,2,8,4,R,N,"[1, 0]"
131,Generous,3,act_claude2,act_claude2,R,R,4,2,12,6,R,N,"[1, 0]"
131,Generous,4,act_claude2,act_claude2,R,R,4,2,16,8,R,N,"[1, 0]"
131,Generous,5,act_claude2,act_claude2,R,R,4,2,20,10,R,N,"[1, 0]"
131,Generous,6,act_claude2,act_claude2,R,N,3,4,23,14,R,N,"[0, 1]"
131,Generous,7,act_claude2,act_claude2,R,R,4,2,27,16,R,N,"[1, 0]"
131,Generous,8,act_claude2,act_claude2,R,N,3,4,30,20,R,N,"[0, 1]"
131,Generous,9,act_claude2,act_claude2,R,N,3,4,33,24,R,N,"[0, 1]"
131,Generous,10,act_claude2,act_claude2,R,N,3,4,36,28,R,N,"[1, 0]"
131,Generous,1,act_claude2,act_gpt4,R,R,4,2,4,2,R,N,"[1, 0]"
131,Generous,2,act_claude2,act_gpt4,R,N,3,4,7,6,R,N,"[0, 1]"
131,Generous,3,act_claude2,act_gpt4,R,R,4,2,11,8,R,N,"[1, 0]"
131,Generous,4,act_claude2,act_gpt4,R,N,3,4,14,12,R,N,"[0, 1]"
131,Generous,5,act_claude2,act_gpt4,R,R,4,2,18,14,R,N,"[0, 1]"
131,Generous,6,act_claude2,act_gpt4,R,N,3,4,21,18,R,N,"[0, 1]"
131,Generous,7,act_claude2,act_gpt4,R,R,4,2,25,20,R,N,"[1, 0]"
131,Generous,8,act_claude2,act_gpt4,R,N,3,4,28,24,R,N,"[1, 0]"
131,Generous,9,act_claude2,act_gpt4,R,R,4,2,32,26,R,N,"[1, 0]"
131,Generous,10,act_claude2,act_gpt4,R,N,3,4,35,30,R,N,"[1, 0]"
131,Generous,1,act_claude2,act_claude1,R,R,4,2,4,2,R,N,"[1, 0]"
131,Generous,2,act_claude2,act_claude1,R,N,3,4,7,6,R,N,"[0, 1]"
131,Generous,3,act_claude2,act_claude1,R,N,3,4,10,10,R,N,"[0, 1]"
131,Generous,4,act_claude2,act_claude1,R,R,4,2,14,12,R,N,"[1, 0]"
131,Generous,5,act_claude2,act_claude1,R,N,3,4,17,16,R,N,"[1, 0]"
131,Generous,6,act_claude2,act_claude1,R,N,3,4,20,20,R,N,"[0, 1]"
131,Generous,7,act_claude2,act_claude1,R,N,3,4,23,24,R,N,"[0, 1]"
131,Generous,8,act_claude2,act_claude1,R,N,3,4,26,28,R,N,"[0, 1]"
131,Generous,9,act_claude2,act_claude1,R,N,3,4,29,32,R,N,"[1, 0]"
131,Generous,10,act_claude2,act_claude1,R,N,3,4,32,36,R,N,"[0, 1]"
131,Generous,1,act_claude2,act_gpt35,R,R,4,2,4,2,R,N,"[1, 0]"
131,Generous,2,act_claude2,act_gpt35,R,N,3,4,7,6,R,N,"[0, 1]"
131,Generous,3,act_claude2,act_gpt35,R,R,4,2,11,8,R,N,"[1, 0]"
131,Generous,4,act_claude2,act_gpt35,R,N,3,4,14,12,R,N,"[0, 1]"
131,Generous,5,act_claude2,act_gpt35,R,R,4,2,18,14,R,N,"[1, 0]"
131,Generous,6,act_claude2,act_gpt35,R,R,4,2,22,16,R,N,"[1, 0]"
131,Generous,7,act_claude2,act_gpt35,R,R,4,2,26,18,R,N,"[0, 1]"
131,Generous,8,act_claude2,act_gpt35,R,R,4,2,30,20,R,N,"[0, 1]"
131,Generous,9,act_claude2,act_gpt35,R,R,4,2,34,22,R,N,"[1, 0]"
131,Generous,10,act_claude2,act_gpt35,R,R,4,2,38,24,R,N,"[0, 1]"
131,Generous,1,act_gpt4,act_claude2,R,R,4,2,4,2,R,N,"[0, 1]"
131,Generous,2,act_gpt4,act_claude2,R,R,4,2,8,4,R,N,"[1, 0]"
131,Generous,3,act_gpt4,act_claude2,R,R,4,2,12,6,R,N,"[1, 0]"
131,Generous,4,act_gpt4,act_claude2,R,R,4,2,16,8,R,N,"[1, 0]"
