game_number,game_name,round,player1,player2,answer1,answer2,points1,points2,total1,total2,choice_option1,choice_option2,option_order
57,Asym Delight,1,act_claude2,act_claude2,Z,H,4,2,4,2,H,Z,"[1, 0]"
57,Asym Delight,2,act_claude2,act_claude2,Z,Z,3,3,7,5,H,Z,"[0, 1]"
57,Asym Delight,3,act_claude2,act_claude2,Z,Z,3,3,10,8,H,Z,"[1, 0]"
57,Asym Delight,4,act_claude2,act_claude2,Z,Z,3,3,13,11,H,Z,"[1, 0]"
57,Asym Delight,5,act_claude2,act_claude2,Z,Z,3,3,16,14,H,Z,"[1, 0]"
57,Asym Delight,6,act_claude2,act_claude2,Z,Z,3,3,19,17,H,Z,"[0, 1]"
57,Asym Delight,7,act_claude2,act_claude2,Z,Z,3,3,22,20,H,Z,"[1, 0]"
57,Asym Delight,8,act_claude2,act_claude2,Z,Z,3,3,25,23,H,Z,"[0, 1]"
57,Asym Delight,9,act_claude2,act_claude2,Z,Z,3,3,28,26,H,Z,"[1, 0]"
57,Asym Delight,10,act_claude2,act_claude2,H,Z,1,4,29,30,H,Z,"[1, 0]"
57,Asym Delight,1,act_claude2,act_gpt4,Z,H,4,2,4,2,H,Z,"[1, 0]"
57,Asym Delight,2,act_claude2,act_gpt4,Z,H,4,2,8,4,H,Z,"[1, 0]"
57,Asym Delight,3,act_claude2,act_gpt4,Z,H,4,2,12,6,H,Z,"[1, 0]"
57,Asym Delight,4,act_claude2,act_gpt4,Z,H,4,2,16,8,H,Z,"[1, 0]"
57,Asym Delight,5,act_claude2,act_gpt4,Z,H,4,2,20,10,H,Z,"[1, 0]"
57,Asym Delight,6,act_claude2,act_gpt4,Z,Z,3,3,23,13,H,Z,"[1, 0]"
57,Asym Delight,7,act_claude2,act_gpt4,Z,H,4,2,27,15,H,Z,"[1, 0]"
57,Asym Delight,8,act_claude2,act_gpt4,Z,H,4,2,31,17,H,Z,"[1, 0]"
57,Asym Delight,9,act_claude2,act_gpt4,Z,H,4,2,35,19,H,Z,"[0, 1]"
57,Asym Delight,10,act_claude2,act_gpt4,Z,Z,3,3,38,22,H,Z,"[0, 1]"
57,Asym Delight,1,act_claude2,act_claude1,Z,H,4,2,4,2,H,Z,"[1, 0]"
57,Asym Delight,2,act_claude2,act_claude1,Z,H,4,2,8,4,H,Z,"[0, 1]"
57,Asym Delight,3,act_claude2,act_claude1,Z,H,4,2,12,6,H,Z,"[1, 0]"
57,Asym Delight,4,act_claude2,act_claude1,Z,H,4,2,16,8,H,Z,"[1, 0]"
57,Asym Delight,5,act_claude2,act_claude1,Z,H,4,2,20,10,H,Z,"[0, 1]"
57,Asym Delight,6,act_claude2,act_claude1,Z,Z,3,3,23,13,H,Z,"[0, 1]"
57,Asym Delight,7,act_claude2,act_claude1,Z,H,4,2,27,15,H,Z,"[0, 1]"
57,Asym Delight,8,act_claude2,act_claude1,Z,Z,3,3,30,18,H,Z,"[0, 1]"
