game_number,game_name,round,player1,player2,answer1,answer2,points1,points2,total1,total2,choice_option1,choice_option2,option_order
124,Privilaged,1,act_claude2,act_claude2,O,O,4,4,4,4,O,K,"[1, 0]"
124,Privilaged,2,act_claude2,act_claude2,K,K,1,3,5,7,O,K,"[0, 1]"
124,Privilaged,3,act_claude2,act_claude2,O,O,4,4,9,11,O,K,"[1, 0]"
124,Privilaged,4,act_claude2,act_claude2,O,K,3,1,12,12,O,K,"[0, 1]"
124,Privilaged,5,act_claude2,act_claude2,O,O,4,4,16,16,O,K,"[1, 0]"
124,Privilaged,6,act_claude2,act_claude2,O,O,4,4,20,20,O,K,"[1, 0]"
124,Privilaged,7,act_claude2,act_claude2,O,K,3,1,23,21,O,K,"[0, 1]"
124,Privilaged,8,act_claude2,act_claude2,O,O,4,4,27,25,O,K,"[1, 0]"
124,Privilaged,9,act_claude2,act_claude2,O,O,4,4,31,29,O,K,"[1, 0]"
124,Privilaged,10,act_claude2,act_claude2,O,O,4,4,35,33,O,K,"[0, 1]"
124,Privilaged,1,act_claude2,act_gpt4,O,O,4,4,4,4,O,K,"[1, 0]"
124,Privilaged,2,act_claude2,act_gpt4,K,O,2,2,6,6,O,K,"[0, 1]"
124,Privilaged,3,act_claude2,act_gpt4,O,O,4,4,10,10,O,K,"[1, 0]"
124,Privilaged,4,act_claude2,act_gpt4,O,O,4,4,14,14,O,K,"[1, 0]"
124,Privilaged,5,act_claude2,act_gpt4,O,O,4,4,18,18,O,K,"[0, 1]"
124,Privilaged,6,act_claude2,act_gpt4,O,O,4,4,22,22,O,K,"[1, 0]"
124,Privilaged,7,act_claude2,act_gpt4,O,O,4,4,26,26,O,K,"[0, 1]"
124,Privilaged,8,act_claude2,act_gpt4,O,O,4,4,30,30,O,K,"[0, 1]"
124,Privilaged,9,act_claude2,act_gpt4,O,O,4,4,34,34,O,K,"[1, 0]"
124,Privilaged,10,act_claude2,act_gpt4,O,O,4,4,38,38,O,K,"[0, 1]"
124,Privilaged,1,act_claude2,act_claude1,O,K,3,1,3,1,O,K,"[0, 1]"
124,Privilaged,2,act_claude2,act_claude1,O,K,3,1,6,2,O,K,"[1, 0]"
124,Privilaged,3,act_claude2,act_claude1,O,O,4,4,10,6,O,K,"[1, 0]"
124,Privilaged,4,act_claude2,act_claude1,O,K,3,1,13,7,O,K,"[0, 1]"
124,Privilaged,5,act_claude2,act_claude1,O,K,3,1,16,8,O,K,"[1, 0]"
